,imdbID,Title,Year
1399,tt1560747,The Master,2012
1400,tt2726560,The Longest Ride,2015
1401,tt0081071,The Long Riders,1980
1402,tt0165854,The Limey,1999
1403,tt0431197,The Kingdom,2007
1404,tt0842926,The Kids Are All Right,2010
1405,tt0366627,The Jacket,2005
1406,tt1124035,The Ides of March,2011
1407,tt0200720,The House of Mirth,2000
1408,tt0113362,The Horseman on the Roof,1995
1409,tt4178092,The Gift,2015
1410,tt1270262,The Devil's Double,2011
1411,tt0238924,The Dangerous Lives of Altar Boys,2002
1412,tt1401724,Mikis Theodorakis: The Color of Freedom - An Outline of the Composer's Early Years (1925-1950),2009
1413,tt0889588,The Children of Huang Shi,2008
1414,tt0027438,The Charge of the Light Brigade,1936
1415,tt3551840,The Ballad of Gregorio Cortez,1982
1416,tt1385826,The Adjustment Bureau,2011
1417,tt0405422,The 40-Year-Old Virgin,2005
1418,tt0247745,Super Troopers,2001
1419,tt1650062,Super 8,2011
1420,tt0473705,State of Play,2009
1421,tt0038116,State Fair,1945
1422,tt2488496,Star Wars: Episode VII - The Force Awakens,2015
1423,tt0094012,Spaceballs,1987
1424,tt1596346,Soul Surfer,2011
1425,tt0102943,Slacker,1990
1426,tt2053463,Side Effects,2013
1427,tt1075419,Shinjuku Incident,2009
1428,tt0274812,Secretary,2002
1429,tt0332379,School of Rock,2003
1430,tt1990314,Robot & Frank,2012
1431,tt0436724,Rize,2005
1432,tt0091860,River's Edge,1986
1433,tt0433035,Real Steel,2011
1434,tt0129332,Ravenous,1999
1435,tt3499096,Race,2016
1436,tt1245526,RED,2010
1437,tt0451176,Quinceañera,2006
1438,tt0134847,Pitch Black,2000
1439,tt0449088,Pirates of the Caribbean: At World's End,2007
1440,tt0311648,Pieces of April,2003
1441,tt0183649,Phone Booth,2002
1442,tt0120784,Payback,1999
1443,tt0431308,P.S. I Love You,2007
1444,tt0040671,Open Secret,1948
1445,tt0113987,Nixon,1995
1446,tt0046126,Niagara,1953
1447,tt3531824,Nerve,2016
1448,tt0102494,My Own Private Idaho,1991
1449,tt0413015,Mrs Henderson Presents,2005
1450,tt0285742,Monster's Ball,2001
1451,tt1229238,Mission: Impossible - Ghost Protocol,2011
1452,tt0117039,Michael Collins,1996
1453,tt1527186,Melancholia,2011
1454,tt0119643,Meet Joe Black,1998
1455,tt1183919,Marley,2012
1456,tt0283465,Marilyn Hotchkiss' Ballroom Dancing and Charm School,1990
1457,tt1615147,Margin Call,2011
1458,tt2304771,Mandela: Long Walk to Freedom,2013
1459,tt0119574,Love and Death on Long Island,1997
1460,tt0355702,Lords of Dogtown,2005
1461,tt1440232,Little White Lies,2010
1462,tt0164085,Limbo,1999
1463,tt0362269,Kinsey,2004
1464,tt4196776,Jason Bourne,2016
1465,tt0418763,Jarhead,2005
1466,tt0493430,Jackass Number Two,2006
1467,tt1116184,Jackass 3D,2010
1468,tt0280778,Iris,2001
1469,tt0420609,Infamous,2006
1470,tt0343818,"I, Robot",2004
1471,tt1155056,"I Love You, Man",2009
1472,tt0188674,Human Traffic,1999
1473,tt0837562,Hotel Transylvania,2012
1474,tt2076220,Holy Motors,2012
1475,tt0311289,Holes,2003
1476,tt1403177,Hesher,2010
1477,tt1934172,Heroes of Dirt,2015
1478,tt1041753,Harold,2008
1479,tt0424136,Hard Candy,2005
1480,tt4062536,Green Room,2015
1481,tt1194263,Get Low,2009
1482,tt0109831,Four Weddings and a Funeral,1994
1483,tt2141739,Food Chains,2014
1484,tt4136084,Florence Foster Jenkins,2016
1485,tt0418689,Flags of our Fathers,2006
1486,tt0419749,Find Me Guilty,2006
1487,tt0367082,Fateless,2005
1488,tt2719848,Everest,2015
1489,tt2390361,Enough Said,2013
1490,tt0461770,Enchanted,2007
1491,tt1282140,Easy A,2010
1492,tt0080661,Dressed to Kill,1980
1493,tt1343727,Dredd,2012
1494,tt0099423,Die Hard 2,1990
1495,tt2654360,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,2012
1496,tt1772288,Danny Collins,2015
1497,tt0435623,Conversations with Other Women,2005
1498,tt0270288,Confessions of a Dangerous Mind,2002
1499,tt3322364,Concussion,2015
1500,tt2017486,Closer to the Moon,2014
1501,tt1706593,Chronicle,2012
1502,tt0062794,Charly,1968
1503,tt0472062,Charlie Wilson's War,2007
1504,tt0765010,Brothers,2009
1505,tt1172570,Bronson,2008
1506,tt0115734,Bottle Rocket,1996
1507,tt0032273,Boom Town,1940
1508,tt0758774,Body of Lies,2008
1509,tt2359024,Blue Ruin,2013
1510,tt0120611,Blade,1998
1511,tt1418646,Beneath Hill 60,2010
1512,tt0340012,Being Julia,2004
1513,tt0416508,Becoming Jane,2007
1514,tt3099638,Barfi,2013
1515,tt0066808,Bananas,1971
1516,tt0307987,Bad Santa,2003
1517,tt1176740,Away We Go,2009
1518,tt1430607,Arthur Christmas,2011
1519,tt0118617,Anastasia,1997
1520,tt2290113,Along the Roadside,2013
1521,tt0106246,Alive,1993
1522,tt0276751,About a Boy,2002
1523,tt0212720,A.I. Artificial Intelligence,2001
1524,tt0405296,A Scanner Darkly,2006
1525,tt0472033,9,2009
1526,tt1484522,8: The Mormon Proposition,2010
1527,tt0283832,8 Women,2002
1528,tt2294449,22 Jump Street,2014
1529,tt2388621,1982,2013
1530,tt0120906,Zero Effect,1998
1531,tt0247902,Yu-Gi-Oh! Duel Monsters,2000–2004
1532,tt0816711,World War Z,2013
1533,tt0324554,Wicker Park,2004
1534,tt0120889,What Dreams May Come,1998
1535,tt1183923,Welcome to the Rileys,2010
1536,tt1723121,We're the Millers,2013
1537,tt0105793,Wayne's World,1992
1538,tt0120879,Velvet Goldmine,1998
1539,tt0182508,Urbania,2000
1540,tt0342258,Unleashed,2005
1541,tt0320691,Underworld,2003
1542,tt0098546,UHF,1989
1543,tt1529572,Trust,2010
1544,tt0942385,Tropic Thunder,2008
1545,tt1740707,Trollhunter,2010
1546,tt0120370,Trekkies,1997
1547,tt1924429,Trance,2013
1548,tt5001130,Time to Choose,2015
1549,tt0081633,Time Bandits,1981
1550,tt0059800,Thunderball,1965
1551,tt0800369,Thor,2011
1552,tt0120902,The X Files,1998
1553,tt1213663,The World's End,2013
1554,tt1082886,The Wackness,2008
1555,tt0139809,The Thirteenth Floor,1999
1556,tt0345950,The SpongeBob SquarePants Movie,2004
1557,tt0265662,The Rookie,2002
1558,tt0120794,The Prince of Egypt,1998
1559,tt8764204,The Perfect Game,2019–
1560,tt1974419,The Neon Demon,2016
1561,tt0981072,The Lucky Ones,2008
1562,tt0307109,The Lost Skeleton of Cadavra,2001
1563,tt0824758,The Last Station,2009
1564,tt0317740,The Italian Job,2003
1565,tt1517260,The Host,2013
1566,tt0000439,The Great Train Robbery,1903
1567,tt0116729,The Dress,1996
1568,tt0318374,The Cooler,2003
1569,tt0208874,The Contender,2000
1570,tt0968264,The Conspirator,2010
1571,tt0090863,The Color of Money,1986
1572,tt0406650,The Chumscrubber,2005
1573,tt1259521,The Cabin in the Woods,2011
1574,tt0222850,The Broken Hearts Club: A Romantic Comedy,2000
1575,tt0077269,The Boys from Brazil,1978
1576,tt0086993,The Bounty,1984
1577,tt0948470,The Amazing Spider-Man,2012
1578,tt2414046,The Amazing Catfish,2013
1579,tt1637725,Ted,2012
1580,tt0365737,Syriana,2005
1581,tt0065054,Sweet Charity,1969
1582,tt0164181,Stir of Echoes,1999
1583,tt0266987,Spy Game,2001
1584,tt0166813,Spirit: Stallion of the Cimarron,2002
1585,tt1706620,Snowpiercer,2013
1586,tt0044030,Show Boat,1951
1587,tt1000774,Sex and the City,2008
1588,tt0120102,Seven Years in Tibet,1997
1589,tt0096061,Scrooged,1988
1590,tt1862079,Safety Not Guaranteed,2012
1591,tt1436562,Rio,2011
1592,tt0294870,Rent,2005
1593,tt0296166,Real Women Have Curves,2002
1594,tt3037162,Ramanujan,2014
1595,tt0935075,Rabbit Hole,2010
1596,tt1152836,Public Enemies,2009
1597,tt1446714,Prometheus,2012
1598,tt0390384,Primer,2004
1599,tt0273982,Poolhall Junkies,2002
1600,tt0183659,Pollock,2000
1601,tt0910936,Pineapple Express,2008
1602,tt3581098,Perfect Cowboy,2014
1603,tt1092026,Paul,2011
1604,tt0213985,Partition,2007
1605,tt1623288,ParaNorman,2012
1606,tt1663662,Pacific Rim,2013
1607,tt0120780,Out of Sight,1998
1608,tt1148204,Orphan,2009
1609,tt0120776,One True Thing,1998
1610,tt1563738,One Day,2011
1611,tt1483013,Oblivion,2013
1612,tt0125439,Notting Hill,1999
1613,tt2024469,Non-Stop,2014
1614,tt1655420,My Week with Marilyn,2011
1615,tt0156812,My Dog Skip,2000
1616,tt0482546,Miss Potter,2006
1617,tt1647668,Million Dollar Arm,2014
1618,tt0212338,Meet the Parents,2000
1619,tt0377092,Mean Girls,2004
1620,tt0298050,Manito,2002
1621,tt1587310,Maleficent,2014
1622,tt0079501,Mad Max,1979
1623,tt0490166,London to Brighton,2006
1624,tt0147004,Little Voice,1998
1625,tt1878976,Les Visiteurs,2011
1626,tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,2010
1627,tt3569230,Legend,2015
1628,tt0253200,Last Orders,2001
1629,tt0089457,Ladyhawke,1985
1630,tt0119485,Kundun,1997
1631,tt0478311,Knocked Up,2007
1632,tt1216491,Kill the Messenger,2014
1633,tt0113540,Kids,1995
1634,tt4590482,Karachi se Lahore,2015
1635,tt0369610,Jurassic World,2015
1636,tt0049388,Julie,1956
1637,tt0251160,John Q,2002
1638,tt0186253,Jesus' Son,1999
1639,tt0790724,Jack Reacher,2012
1640,tt1228705,Iron Man 2,2010
1641,tt1071804,Ink,2009
1642,tt1390411,In the Heart of the Sea,2015
1643,tt0280760,Igby Goes Down,2002
1644,tt1080016,Ice Age: Dawn of the Dinosaurs,2009
1645,tt0368794,I'm Not There,2007
1646,tt0119346,I Married a Strange Person!,1997
1647,tt1226236,I Am Love,2009
1648,tt0372334,House of D,2004
1649,tt0093200,Hollywood Shuffle,1987
1650,tt2368645,Hit the Floor,2013–
1651,tt0093177,Hellraiser,1987
1652,tt0411477,Hellboy II: The Golden Army,2008
1653,tt0433387,Harsh Times,2005
1654,tt0060490,Harper,1966
1655,tt0116483,Happy Gilmore,1996
1656,tt0061747,Hang 'Em High,1968
1657,tt0456554,Grandma's Boy,2006
1658,tt0335119,Girl with a Pearl Earring,2003
1659,tt0099653,Ghost,1990
1660,tt1142977,Frankenweenie,2012
1661,tt1054588,Flash of Genius,2008
1662,tt0165773,Felicia's Journey,1999
1663,tt2768766,Faith Connections,2013
1664,tt0120631,Ever After: A Cinderella Story,1998
1665,tt0399862,End of the Spear,2005
1666,tt0119033,Déjà Vu,1997
1667,tt0119019,Dream with the Fishes,1997
1668,tt0293113,Dracula: Pages from a Virgin's Diary,2002
1669,tt2248739,Departure,2015
1670,tt1034303,Defiance,2008
1671,tt0473444,Curse of the Golden Flower,2006
1672,tt0331225,Crop Circles: Quest for Truth,2002
1673,tt0479884,Crank,2006
1674,tt1630036,Courageous,2011
1675,tt2062714,Courage,2011
1676,tt1060277,Cloverfield,2008
1677,tt0844471,Cloudy with a Chance of Meatballs,2009
1678,tt0056937,Cleopatra,1963
1679,tt1661199,Cinderella,2015
1680,tt0120630,Chicken Run,2000
1681,tt0423977,Charlie Bartlett,2007
1682,tt1042877,Cadillac Records,2008
1683,tt0887883,Burn After Reading,2008
1684,tt1462758,Buried,2010
1685,tt0242193,Bully,2001
1686,tt0810784,Bright Star,2009
1687,tt0479647,Bon Cop Bad Cop,2006
1688,tt0181984,Boiler Room,2000
1689,tt0308055,Bobby,2006
1690,tt0462200,Black Snake Moan,2006
1691,tt1355683,Black Mass,2015
1692,tt1126590,Big Eyes,2014
1693,tt0103776,Batman Returns,1992
1694,tt0118655,Austin Powers: International Man of Mystery,1997
1695,tt2780714,Antarctic Edge: 70° South,2015
1696,tt1549572,Another Earth,2011
1697,tt0042200,Annie Get Your Gun,1950
1698,tt0350261,An Unfinished Life,2005
1699,tt0163651,American Pie,1999
1700,tt0029852,Alexander's Ragtime Band,1938
1701,tt1019452,A Serious Man,2009
1702,tt2937898,A Most Violent Year,2014
1703,tt0035959,A Guy Named Joe,1943
1704,tt0060438,A Funny Thing Happened on the Way to the Forum,1966
1705,tt0796314,A Dog's Breakfast,2007
1706,tt0298203,8 Mile,2002
1707,tt0463854,28 Weeks Later,2007
1708,tt0062512,You Only Live Twice,1967
1709,tt0381717,Yes,2004
1710,tt2178470,Yeh Jawaani Hai Deewani,2013
1711,tt1262981,World's Greatest Dad,2009
1712,tt0399901,Woman Thou Art Loosed,2004
1713,tt1235189,Wild Target,2010
1714,tt1172233,Whip It,2009
1715,tt0115856,When the Cat's Away,1996
1716,tt0829098,When Did You Last See Your Father?,2007
1717,tt0498399,We Own the Night,2007
1718,tt1067583,Water for Elephants,2011
1719,tt1588173,Warm Bodies,2013
1720,tt0419256,Wah-Wah,2005
1721,tt0312549,Veronica Guerin,2003
1722,tt0259711,Vanilla Sky,2001
1723,tt1401152,Unknown,2011
1724,tt1187064,Triangle,2009
1725,tt0092099,Top Gun,1986
1726,tt0410454,The Work and the Glory,2004
1727,tt0161100,The Wood,1999
1728,tt0365885,The Upside of Anger,2005
1729,tt0079826,The Rose,1979
1730,tt0138749,The Road to El Dorado,2000
1731,tt0066090,The Molly Maguires,1970
1732,tt0110475,The Mask,1994
1733,tt0268995,The Majestic,2001
1734,tt0089461,The Last Dragon,1985
1735,tt0272020,The Last Castle,2001
1736,tt0161743,The Last Big Thing,1996
1737,tt2275671,The King of Najayo,2012
1738,tt0399201,The Island,2005
1739,tt0278500,The Importance of Being Earnest,2002
1740,tt1491044,The Iceman,2012
1741,tt0455782,The Hunting Party,2007
1742,tt0116583,The Hunchback of Notre Dame,1996
1743,tt0457939,The Holiday,2006
1744,tt0464049,The History Boys,2006
1745,tt0808285,The Good Heart,2009
1746,tt0283530,The Emperor's Club,2002
1747,tt0119051,The Edge,1997
1748,tt1869716,The East,2013
1749,tt0864761,The Duchess,2008
1750,tt3172532,The Diary of a Teenage Girl,2015
1751,tt0395584,The Devil's Rejects,2005
1752,tt1226753,The Debt,2010
1753,tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005
1754,tt0303313,The Business of Fancydancing,2002
1755,tt0844286,The Brothers Bloom,2008
1756,tt1037705,The Book of Eli,2010
1757,tt0082307,The Beyond,1981
1758,tt2006295,The 33,2015
1759,tt0117887,That Thing You Do!,1996
1760,tt0120857,Tea with Mussolini,1999
1761,tt0286179,Sunshine State,2002
1762,tt0862846,Sunshine Cleaning,2008
1763,tt1386697,Suicide Squad,2016
1764,tt0083131,Stripes,1981
1765,tt0838283,Step Brothers,2008
1766,tt0348121,Steamboy,2004
1767,tt0479162,Special,2006
1768,tt0120169,Soul Food,1997
1769,tt0453548,Snow Angels,2007
1770,tt3205376,Slow West,2015
1771,tt0124879,Simon Birch,1998
1772,tt0189998,Shadow of the Vampire,2000
1773,tt0240890,Serendipity,2001
1774,tt1529567,Sea Rex 3D: Journey to a Prehistoric World,2010
1775,tt0332375,Saved!,2004
1776,tt0430922,Role Models,2008
1777,tt0102798,Robin Hood: Prince of Thieves,1991
1778,tt0114287,Rob Roy,1995
1779,tt0122459,Return to Me,2000
1780,tt0087995,Repo Man,1984
1781,tt1460743,Reign of Assassins,2010
1782,tt0105211,Radio Flyer,1992
1783,tt0316465,Radio,2003
1784,tt0100405,Pretty Woman,1990
1785,tt0105112,Patriot Games,1992
1786,tt0389235,On the Outs,2004
1787,tt0380599,Oliver Twist,2005
1788,tt3074732,Of Horses and Men,2013
1789,tt0496806,Ocean's Thirteen,2007
1790,tt3110958,Now You See Me 2,2016
1791,tt0368891,National Treasure,2004
1792,tt0374900,Napoleon Dynamite,2004
1793,tt0843358,My Dog Tulip,2009
1794,tt0091578,My Beautiful Laundrette,1985
1795,tt0446747,Mutual Appreciation,2005
1796,tt0140397,Mumford,1999
1797,tt0107614,Mrs. Doubtfire,1993
1798,tt0864835,Mr. Peabody & Sherman,2014
1799,tt0317919,Mission: Impossible III,2006
1800,tt0366780,Mirrormask,2005
1801,tt1441326,Martha Marcy May Marlene,2011
1802,tt1277953,Madagascar 3: Europe's Most Wanted,2012
1803,tt0351283,Madagascar,2005
1804,tt2334727,Lovely,2012
1805,tt0091419,Little Shop of Horrors,1986
1806,tt4786282,Lights Out,2016
1807,tt1967545,Labor Day,2013
1808,tt0116778,Kingpin,1996
1809,tt2382396,Joe,2013
1810,tt1003002,Jesus People,2007
1811,tt1742044,Jersey Boys,2014
1812,tt0261392,Jay and Silent Bob Strike Back,2001
1813,tt2176013,Jab Tak Hai Jaan,2012
1814,tt3235888,It Follows,2014
1815,tt0116629,Independence Day,1996
1816,tt1541818,Imagine Me,2005
1817,tt0438097,Ice Age: The Meltdown,2006
1818,tt0464054,House at the End of the Drive,2014
1819,tt1499658,Horrible Bosses,2011
1820,tt0082517,History of the World: Part I,1981
1821,tt0252501,Hearts in Atlantis,2001
1822,tt0124718,He Got Game,1998
1823,tt0421206,Gridiron Gang,2006
1824,tt0947810,Green Zone,2010
1825,tt2473602,Get on Up,2014
1826,tt0113161,Get Shorty,1995
1827,tt0116361,Freeway,1996
1828,tt0430105,Four Brothers,2005
1829,tt0425027,Flywheel,2003
1830,tt1097643,Fifty Dead Men Walking,2008
1831,tt0093010,Fatal Attraction,1987
1832,tt0850667,Faith Like Potatoes,2006
1833,tt0477302,Extremely Loud & Incredibly Close,2011
1834,tt1258197,Exam,2009
1835,tt0414055,Elizabeth: The Golden Age,2007
1836,tt0319343,Elf,2003
1837,tt0104815,El Mariachi,1992
1838,tt0166175,East Is East,1999
1839,tt0038499,Duel in the Sun,1946
1840,tt0418647,Dreamer: Inspired by a True Story,2005
1841,tt0057007,Donovan's Reef,1963
1842,tt1564349,Dolphin Tale,2011
1843,tt0486822,Disturbia,2007
1844,tt1349478,Crying with Laughter,2009
1845,tt0139134,Cruel Intentions,1999
1846,tt0109504,Crooklyn,1994
1847,tt0083767,Creepshow,1982
1848,tt0150216,Cradle Will Rock,1999
1849,tt0118887,Cop Land,1997
1850,tt0106611,Cool Runnings,1993
1851,tt0082198,Conan the Barbarian,1982
1852,tt0109444,Clear and Present Danger,1994
1853,tt0388838,Clean,2004
1854,tt1823672,Chappie,2015
1855,tt0118829,Cats Don't Dance,1997
1856,tt0458339,Captain America: The First Avenger,2011
1857,tt0252299,Buffalo Soldiers,2001
1858,tt0118771,Breakdown,1997
1859,tt0310778,Bon voyage,2003
1860,tt0397892,Bolt,2008
1861,tt1403130,Bodyguards and Assassins,2009
1862,tt2978576,Bill,2015
1863,tt3125324,Beyond the Lights,2014
1864,tt2975590,Batman v Superman: Dawn of Justice,2016
1865,tt0115632,Basquiat,1996
1866,tt0455326,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007
1867,tt1521197,Anonymous,2011
1868,tt0122541,An Ideal Husband,1999
1869,tt0299458,All the Real Girls,2003
1870,tt2017038,All Is Lost,2013
1871,tt0269329,Alias Betty,2001
1872,tt0109040,Ace Ventura: Pet Detective,1994
1873,tt0183790,A Knight's Tale,2001
1874,tt0401445,A Good Year,2006
1875,tt6374028,8 Days,2019–
1876,tt0120907,eXistenZ,1999
1877,tt0090357,Young Sherlock Holmes,1985
1878,tt0096487,Young Guns,1988
1879,tt1068680,Yes Man,2008
1880,tt0376994,X-Men: The Last Stand,2006
1881,tt0386117,Where the Wild Things Are,2009
1882,tt0198021,Where the Heart Is,2000
1883,tt0118113,Walking and Talking,1996
1884,tt0473107,Wal-Mart: The High Cost of Low Price,2005
1885,tt0348333,Waiting...,2005
1886,tt0477080,Unstoppable,2010
1887,tt0401855,Underworld: Evolution,2006
1888,tt2083383,Trouble with the Curve,2012
1889,tt0423409,Tristram Shandy: A Cock and Bull Story,2005
1890,tt0049875,Trapeze,1956
1891,tt0057590,Tom Jones,1963
1892,tt0114681,To Die For,1995
1893,tt2866824,Tiger Orange,2014
1894,tt0328538,Thirteen,2003
1895,tt0114660,Things to Do in Denver When You're Dead,1995
1896,tt0954990,The Yellow Handkerchief,2008
1897,tt4263482,The Witch,2015
1898,tt1606389,The Vow,2012
1899,tt0293662,The Transporter,2002
1900,tt0155267,The Thomas Crown Affair,1999
1901,tt1571249,The Skeleton Twins,2014
1902,tt0120824,The Shipping News,2001
1903,tt4052882,The Shallows,2016
1904,tt2709768,The Secret Life of Pets,2016
1905,tt0227445,The Score,2001
1906,tt0046247,The Robe,1953
1907,tt0237572,The Pledge,2001
1908,tt1334553,The Perfect Host,2010
1909,tt0066141,The Night Visitor,1971
1910,tt0762121,The Nativity Story,2006
1911,tt0102510,The Naked Gun 2½: The Smell of Fear,1991
1912,tt0436607,The Motel,2005
1913,tt1790864,The Maze Runner,2014
1914,tt0365485,The Matador,2005
1915,tt0071807,The Man with the Golden Gun,1974
1916,tt0410297,The Lake House,2006
1917,tt0800080,The Incredible Hulk,2008
1918,tt1054606,The Imaginarium of Doctor Parnassus,2009
1919,tt0371724,The Hitchhiker's Guide to the Galaxy,2005
1920,tt1601913,The Grey,2011
1921,tt1979388,The Good Dinosaur,2015
1922,tt0265208,The Girl Next Door,2004
1923,tt0116409,The Ghost and the Darkness,1996
1924,tt0080749,The Fog,1980
1925,tt0106918,The Firm,1993
1926,tt2025690,The Finest Hours,2016
1927,tt0458352,The Devil Wears Prada,2006
1928,tt0256524,The Curse of the Jade Scorpion,2001
1929,tt0129923,The Chambermaid on the Titanic,1997
1930,tt0787474,The Boxtrolls,2014
1931,tt3691740,The BFG,2016
1932,tt0112346,The American President,1995
1933,tt0101272,The Addams Family,1991
1934,tt1104001,TRON: Legacy,2010
1935,tt0324133,Swimming Pool,2003
1936,tt0423294,Surf's Up,2007
1937,tt0081573,Superman II,1980
1938,tt1512235,Super,2010
1939,tt0421073,Street Kings,2008
1940,tt1682180,Stoker,2013
1941,tt0283003,Spun,2002
1942,tt0278731,Spider,2002
1943,tt2379713,Spectre,2015
1944,tt0292243,Solitude,2002
1945,tt0120834,Snow Falling on Cedars,1999
1946,tt0120148,Sliding Doors,1998
1947,tt1922777,Sinister,2012
1948,tt1976608,Sholem Aleichem: Laughing in the Darkness,2011
1949,tt0117603,Set It Off,1996
1950,tt0098273,Sea of Love,1989
1951,tt0373283,Saints and Soldiers,2003
1952,tt1599348,Safe House,2012
1953,tt0117509,Romeo + Juliet,1996
1954,tt0479528,Rogue,2007
1955,tt0134154,Ride with the Devil,1999
1956,tt0416185,Resurrecting the Champ,2007
1957,tt0804522,Rendition,2007
1958,tt1012804,Redbelt,2008
1959,tt0102744,Quigley Down Under,1990
1960,tt1441951,Quartet,2012
1961,tt0119937,Prefontaine,1997
1962,tt0258000,Panic Room,2002
1963,tt1188729,Pandorum,2009
1964,tt0327084,Over the Hedge,2006
1965,tt1206543,Out of the Furnace,2013
1966,tt4939066,Battle for Incheon: Operation Chromite,2016
1967,tt0265459,One Hour Photo,2002
1968,tt1235796,Ondine,2009
1969,tt0064757,On Her Majesty's Secret Service,1969
1970,tt1720182,October Baby,2011
1971,tt2910274,Obvious Child,2014
1972,tt1781922,No Escape,2015
1973,tt0382189,My Summer of Love,2004
1974,tt0102492,My Girl,1991
1975,tt1062325,Mutual Friends,2008–
1976,tt2473794,Mr. Turner,2014
1977,tt4257926,Miracles from Heaven,2016
1978,tt1409024,Men in Black 3,2012
1979,tt1175506,Me and Orson Welles,2008
1980,tt3369806,Max,2015
1981,tt0415965,Martian Child,2007
1982,tt0059418,Major Dundee,1965
1983,tt1586752,Machine Gun Preacher,2011
1984,tt0146838,Any Given Sunday,1999
1985,tt0248667,Ali,2001
1986,tt1091722,Adventureland,2009
1987,tt0420087,A Prairie Home Companion,2006
1988,tt1972571,A Most Wanted Man,2014
1989,tt0961097,A Monster in Paris,2011
1990,tt3214286,A Lego Brickumentary,2014
1991,tt0359423,A Home at the End of the World,2004
1992,tt1067106,A Christmas Carol,2009
1993,tt0056800,55 Days at Peking,1963
1994,tt0343660,50 First Dates,2004
1995,tt1300854,Iron Man 3,2013
1996,tt0478087,21,2008
1997,tt0450385,1408,2007
1998,tt0058777,Zulu,1964
1999,tt1742336,Your Sister's Sister,2011
2000,tt0458525,X-Men Origins: Wolverine,2009
2001,tt2870708,Wish I Was Here,2014
2002,tt0103247,White Fang,1991
2003,tt2247476,When the Game Stands Tall,2014
2004,tt0493464,Wanted,2008
2005,tt0841046,Walk Hard: The Dewey Cox Story,2007
2006,tt0250797,Unfaithful,2002
2007,tt1634003,Underdogs,2013
2008,tt0328589,Under the Tuscan Sun,2003
2009,tt0161023,Tumbleweeds,1999
2010,tt0283084,Tuck Everlasting,2002
2011,tt1087527,Trucker,2008
2012,tt0800241,Transsiberian,2008
2013,tt0061107,Torn Curtain,1966
2014,tt1235811,Tin Can Man,2007
2015,tt1245492,This Is the End,2013
2016,tt1989646,Theresa Is a Mother,2012
2017,tt1430132,The Wolverine,2013
2018,tt0190138,The Whole Nine Yards,2000
2019,tt0384686,The White Countess,2005
2020,tt0202677,The Way of the Gun,2000
2021,tt0478304,The Tree of Life,2011
2022,tt0821642,The Soloist,2009
2023,tt0327850,The Rundown,2003
2024,tt0292644,The Rules of Attraction,2002
2025,tt1041829,The Proposal,2009
2026,tt1430626,The Pirates! Band of Misfits,2012
2027,tt1386588,The Other Guys,2010
2028,tt0467200,The Other Boleyn Girl,2008
2029,tt1520498,The Oogieloves in the Big Balloon Adventure,2012
2030,tt0142688,The Ninth Gate,1999
2031,tt0402399,The New World,2005
2032,tt0242653,The Matrix Revolutions,2003
2033,tt0120746,The Mask of Zorro,1998
2034,tt0380510,The Lovely Bones,2009
2035,tt1316536,The Loved Ones,2009
2036,tt0343996,The Lost City,2005
2037,tt0116908,The Long Kiss Goodnight,1996
2038,tt0093428,The Living Daylights,1987
2039,tt0146984,The Legend of Bagger Vance,2000
2040,tt1951265,The Hunger Games: Mockingjay - Part 1,2014
2041,tt0300270,The Holy Girl,2004
2042,tt0462338,The Hoax,2006
2043,tt0301390,The Heart of Me,2002
2044,tt0044672,The Greatest Show on Earth,1952
2045,tt1226232,The Greatest,2009
2046,tt0326905,The Great Raid,2005
2047,tt0232500,The Fast and the Furious,2001
2048,tt0218967,The Family Man,2000
2049,tt0058085,The Fall of the Roman Empire,1964
2050,tt1764651,The Expendables 2,2012
2051,tt0404032,The Exorcism of Emily Rose,2005
2052,tt2334896,The Dirties,2013
2053,tt0783238,The Dead Girl,2006
2054,tt0109446,The Client,1994
2055,tt0296572,The Chronicles of Riddick,2004
2056,tt1911644,The Call,2013
2057,tt1194173,The Bourne Legacy,2012
2058,tt0145681,The Bone Collector,1999
2059,tt1972779,The Best of Me,2014
2060,tt2083355,The Best Man Holiday,2013
2061,tt0168501,The Best Man,1999
2062,tt1321860,The Beaver,2011
2063,tt0045546,"The Beast from 20,000 Fathoms",1953
2064,tt0357110,The Ballad of Jack and Rose,2005
2065,tt1872181,The Amazing Spider-Man 2,2014
2066,tt0114608,Tales from the Crypt: Demon Knight,1995
2067,tt1127896,Taking Woodstock,2009
2068,tt0446046,Take the Lead,2006
2069,tt0230838,Sweet November,2001
2070,tt0120686,Stepmom,1998
2071,tt0121765,Star Wars: Episode II - Attack of the Clones,2002
2072,tt1748207,Sound of My Voice,2011
2073,tt0337741,Something's Gotta Give,2003
2074,tt0475394,Smokin' Aces,2006
2075,tt0196216,Small Time Crooks,2000
2076,tt0118736,Six-String Samurai,1998
2077,tt0165982,Sinbad: Legend of the Seven Seas,2003
2078,tt0067756,Silent Running,1972
2079,tt0075222,Silent Movie,1976
2080,tt0286106,Signs,2002
2081,tt1717210,Should've Been Romeo,2012
2082,tt0099816,Shipwrecked,1990
2083,tt0489664,Shattered,2007
2084,tt2317796,Sharkskin,2015
